Name,Context
3lV776A-TDk_110.000.wav,8
3lkI_scF2eU_130.000.wav,1
3lsNtH_m7kw_70.000.wav,7
3mDPQ_CPopw_30.000.wav,3
3o-q-VMhyA8_30.000.wav,2
3pV7d32BfBQ_50.000.wav,7
3qesirWAGt4_20.000.wav,7
3rn-tCQafl8_30.000.wav,7
3sflCnetnS0_30.000.wav,3
3xh2kScw64U_30.000.wav,8
3ziIRrklTNg_30.000.wav,6
4-DcTjFR4qw_100.000.wav,3
402OOck5CAk_30.000.wav,1
40s88hEcn5I_170.000.wav,3
42P93B_GzGA_30.000.wav,3
45JHcLU57B8_20.000.wav,3
45h1cMSHzYU_110.000.wav,5
45vBbOhzS6g_50.000.wav,5
47M1MLCC2Uk_150.000.wav,1
498ynMnZ6Lo_30.000.wav,3
4A5lud7-cJo_21.000.wav,2
4AvuMzSkees_150.000.wav,2
4AyEtCf3ND0_190.000.wav,3
4D-eMKR-uYE_26.000.wav,3
4DlKNmVcoek_20.000.wav,3
4F66HK5DZe8_540.000.wav,2
4G92jhdrbhs_30.000.wav,3
4GLN768p5Z0_120.000.wav,6
4GPDqOodSUU_140.000.wav,4
4GclkzsR830_30.000.wav,3
4GxRRVp3hD4_18.000.wav,7
4HvT5SJzS3w_80.000.wav,6
4Jc8UZHaqHw_19.000.wav,7
4Juccc-jeDI_240.000.wav,5
4K6nNmzeTk0_30.000.wav,4
4LZaV_Su0Us_70.000.wav,2
4M-KQ67k3uQ_11.000.wav,8
4MRzQbAIyV4_90.000.wav,3
4NZkW-XaIa4_30.000.wav,3
4PYTtp78Ig0_60.000.wav,5
4Q1y8-PIf4k_30.000.wav,3
4Tpy1lsfcSM_30.000.wav,8
4TshFWSsrn8_290.000.wav,3
4UCZF_UnG10_27.000.wav,3
4Uwil7EfG5s_60.000.wav,1
4Vq6WDtxTt4_30.000.wav,2
4WRgvRI06zc_30.000.wav,3
4Y5LBUVS1T8_30.000.wav,3
4_cfXx3iLes_30.000.wav,2
4_pj-rF2ugs_3.000.wav,2
4aJfQpHt9lY_160.000.wav,3
4arad6my08E_25.000.wav,2
4awN9CsY05U_2.000.wav,3
4egukLBpAcQ_30.000.wav,1
4ep09nZl3LA_30.000.wav,8
4ezo771lGts_210.000.wav,6
4gbVXy2sQt8_30.000.wav,3
4gryBwY5Bfw_30.000.wav,2
4guemklpf4E_30.000.wav,2
4hd2CLrzCZs_30.000.wav,3
4iPQgalitDs_250.000.wav,8
4j_VJ2hpMS0_10.000.wav,3
4kwKERY7wiQ_390.000.wav,3
4mHLCOzd2No_20.000.wav,1
4mHz3q8glIY_0.000.wav,8
4mepgCDbq6A_0.000.wav,6
4qYGCCTzuDY_10.000.wav,7
4qaJW0mvsoY_30.000.wav,7
4qevqi0-WYk_110.000.wav,5
4t-WdXW3rYs_200.000.wav,7
4t1VqRz4w2g_30.000.wav,8
4tKvAMmAUMM_30.000.wav,8
4v5EzR3qeW0_40.000.wav,3
4vODO-WGmok_30.000.wav,5
4vz3UNoIQ0U_30.000.wav,1
4ynKNPBxypA_18.000.wav,7
5-SzNKBcPWs_30.000.wav,7
5-x2pk3YYAs_11.000.wav,8
50_ZciPDHVA_60.000.wav,5
51xPNk17AMg_26.000.wav,2
52P29_VwBT0_30.000.wav,6
52uYyV64Nbk_30.000.wav,3
551_Hd9w8RY_80.000.wav,4
5Ad0cKvD7sY_230.000.wav,1
5DW8WjxxCag_30.000.wav,8
5DjZHCumLfs_11.000.wav,8
5EX426jSDto_0.000.wav,8
5FNqczmbnKA_7.000.wav,6
5G6axrnzJ_4_340.000.wav,1
5Jyk1kWjddg_400.000.wav,3
5LvUzlaQzok_230.000.wav,5
5MeHhWGqSrw_30.000.wav,7
5MtUPPmtR5Q_170.000.wav,3
5OQlD4lvKjY_15.000.wav,2
5QNq0IEPICQ_30.000.wav,5
5QP1Tc3XbDc_30.000.wav,3
5Qv2VEX9iyI_29.000.wav,6
5Sqq699jo7E_30.000.wav,3
5TuZZKMFZk0_30.000.wav,6
5UUgV7-Bg3c_30.000.wav,7
5V0xKS-FGMk_30.000.wav,8
5V9NCu-O1jw_30.000.wav,2
5VElNpaNPoo_0.000.wav,2
5VUNaWHmkHw_30.000.wav,3
5Y-1he25j9E_10.000.wav,7
5Y86GNKYKbg_30.000.wav,7
5YuUjP3HODY_110.000.wav,8
5b6lStP8UXE_380.000.wav,7
5bHKmOv3XzE_30.000.wav,7
5cXsvyXQ4Mg_30.000.wav,5
5chRqDeKFCU_1.000.wav,6
5d3bdvi6A5I_10.000.wav,2
5dLgZwcWe8Q_230.000.wav,3
5etqUVLDcE4_140.000.wav,1
5fLzQegwHUg_30.000.wav,8
5fjy_2ajEkg_30.000.wav,2
5hE2DZdl0IA_40.000.wav,6
5hL1uGb4sas_30.000.wav,8
5hlJWN4ERT8_30.000.wav,1
5ixvBFzG0kc_28.000.wav,7
5iyGfGJYbzo_0.000.wav,1
5jNp0IQb5QQ_320.000.wav,8
5jpljP-cYyA_410.000.wav,3
5kQF4r03yRI_0.000.wav,5
5lw-BHt_rXY_30.000.wav,7
5nH4u0KE56Q_30.000.wav,3
5na6Lhs34ho_130.000.wav,8
5nh_9STUFoc_110.000.wav,3
5ppvA6tFF5w_190.000.wav,5
5rFElqadH7E_30.000.wav,8
5rSpIXAOjgk_50.000.wav,7
5slM2JWYnBw_100.000.wav,3
5tyZiD0-8z4_320.000.wav,1
5w3s2T0VBug_20.000.wav,2
5wbc84KnDS0_60.000.wav,4
5xklhqtPZho_20.000.wav,8
5xor0zqYOBY_170.000.wav,2
5yNsNnsuj_k_30.000.wav,5
5z1rE_l-0Ow_0.000.wav,3
6-MkiieY2M0_110.000.wav,3
61AWnBVuJL0_40.000.wav,4
620GoTv5Ic8_30.000.wav,3
627Ax9rUfKo_540.000.wav,2
62PBPzMAz50_30.000.wav,2
64FYj_KHcC4_50.000.wav,2
65fXqyhO5fQ_30.000.wav,2
660s2w9DSgc_200.000.wav,1
68PoupXLTzw_60.000.wav,7
69AIBPnJN5E_0.000.wav,2
6A9tDfvsZC0_30.000.wav,7
6BitLl5Bnxw_30.000.wav,3
6FVA4hqp1Ro_30.000.wav,3
6GLRCkbptwQ_40.000.wav,1
6GjsjhAbXRo_20.000.wav,7
6HL_DKWK-WA_10.000.wav,3
6IJWGktn2mw_30.000.wav,6
6MssjoV8tuU_280.000.wav,1
6NLbCVK_YKI_30.000.wav,7
6OgSNQOTw2U_60.000.wav,3
6QNUQ-66lK0_30.000.wav,1
6R8cO4ARzkY_30.000.wav,3
6RWe0ow6fX4_30.000.wav,3
6SXBknR8MH4_0.000.wav,7
6U942AYlcXA_30.000.wav,3
6U_1_DAL7mY_3.000.wav,7
6VQGk8IrV-4_30.000.wav,3
6VfsKoH-ScA_30.000.wav,6
6WFsIskJ05I_10.000.wav,8
6Y8bKS6KLeE_30.000.wav,8
6Y8wSI1l-Lw_30.000.wav,3
6Yu8mOyBtGk_280.000.wav,4
6ZrhRQItpiI_28.000.wav,3
6_NEAEGeFIw_30.000.wav,3
6_TGlFO0DCk_10.000.wav,3
6aFke8y0WSY_190.000.wav,3
6b2ZMMrLTz8_5.000.wav,3
6boVy5aF4kg_30.000.wav,4
6cuMxWzxtJc_30.000.wav,7
6dFyXSkUu14_0.000.wav,3
6gchJ1prCFM_0.000.wav,1
6hSPFL2Zlpg_30.000.wav,6
6iDiC8UJeCI_120.000.wav,1
6jJwotJIaOA_20.000.wav,5
6kUtpAr79xU_60.000.wav,7
6kuESYFcEqw_30.000.wav,3
6mEVsmeDknA_30.000.wav,7
6nNOHgUrTSw_130.000.wav,1
6taAP7SFewI_30.000.wav,3
6uxFXWS8xvw_20.000.wav,7
6vCO2y-bYoU_30.000.wav,6
6wO8ORMfyFI_430.000.wav,3
6xEHP-C-ZuU_30.000.wav,8
6zTszR6wgys_200.000.wav,3
7-htobm4qu0_30.000.wav,7
70CjsIbLwU0_30.000.wav,3
71tRRtIO_8A_310.000.wav,1
73cuZZq-J3w_20.000.wav,3
74MFxrG2aSI_8.000.wav,6
75bMAERnvng_26.000.wav,7
76BF9rR_fzw_30.000.wav,2
77bRcIdLuT0_30.000.wav,2
78J9QqSBsN4_30.000.wav,3
7AN6Sfm3cFc_140.000.wav,3
7ARVgI_wx5Y_30.000.wav,5
7AhpZQt1Ml0_120.000.wav,7
7EAkRbG8qKk_140.000.wav,3
7G8ZGuGNrw8_30.000.wav,3
7Gua0-UrKIw_30.000.wav,8
7KiTXYwaD04_7.000.wav,3
7LQOu6zQjfM_50.000.wav,7
7Ma67n3TbwI_0.000.wav,2
7NH1WJlSiYI_30.000.wav,3
7NyLkxUSPCQ_6.000.wav,7
7OpYEh7weVM_0.000.wav,7
7P7sCHtDLU8_30.000.wav,3
7PtHb9jQCtg_130.000.wav,5
7QnyKZe6VBA_30.000.wav,4
7R1lIuB52oU_30.000.wav,2
7T04388Ijk8_30.000.wav,3
7TmKzUgWiRU_0.000.wav,1
7XKKkMATqgc_120.000.wav,5
7XMW6Z_Oq38_0.000.wav,2
7d_XQ3czVy4_480.000.wav,1
7eeN-fXbso8_20.000.wav,2
7ey4Ga1mJ2k_30.000.wav,5
7g6aZTBe2xE_30.000.wav,6
7gkjn-LLInI_30.000.wav,3
7hkBIwQkrQo_30.000.wav,3
7ioosi9sCdo_140.000.wav,2
7k4cJLDX2mk_50.000.wav,1
7nglQSmcjAk_30.000.wav,8
7uK5ctEget0_20.000.wav,7
7vCaMmP1fP8_190.000.wav,1
7z3fXPKfxZY_130.000.wav,3
7zS81_mUsK0_80.000.wav,1
81DteAPIhoE_30.000.wav,8
81v8YxRNnZc_30.000.wav,3
829K7vIbd6A_200.000.wav,3
82ai4ABAaRQ_150.000.wav,3
84E9i9_ELBs_30.000.wav,3
84b7NrzJWiI_420.000.wav,2
84flVacRHUI_21.000.wav,3
84vLeRd4pw0_480.000.wav,3
86e-ONda0GU_170.000.wav,7
88N23-hjddY_280.000.wav,1
88OXNd0yTMI_40.000.wav,3
8AY0aXAQjwY_250.000.wav,8
8Admm68VCj0_30.000.wav,7
8Aq2DyLbUBA_30.000.wav,2
8BP-zKvuq5c_0.000.wav,2
8CdOjt_83qY_70.000.wav,1
8CqqK9CzuXM_90.000.wav,3
8CrTpWNBiTo_120.000.wav,7
8D0pJa05f7M_30.000.wav,7
8DR0YvL6XJI_30.000.wav,1
8EYWMAUKRHU_100.000.wav,3
8FKt2XR3W-U_0.000.wav,6
8HhaU-YvFq0_10.000.wav,5
8LXFSLK3otM_10.000.wav,1
8Mnb35qaNBg_30.000.wav,2
8NfGndNYYIg_220.000.wav,1
8Pr66M8jczI_70.000.wav,3
8TWtLCjUI5I_0.000.wav,7
8UNCaKU0O4A_80.000.wav,5
8W82WdRBx4E_20.000.wav,2
8Wk-ZmlsUqY_28.000.wav,3
8a0Ctyt3Fpo_270.000.wav,3
8d6SwUPTyOQ_30.000.wav,3
8flfhllb25w_100.000.wav,8
8fvDLvGQkB4_140.000.wav,7
8hT_Cg551_0_30.000.wav,7
8hmOaKlDY1Q_4.000.wav,5
8jblPMBafKE_30.000.wav,3
8n02_u1shaM_6.000.wav,7
8nFiV2Xrzps_220.000.wav,1
8pCYeiQR19U_60.000.wav,6
8pYHLfKqHL4_230.000.wav,2
8q8JrJNAa-Q_30.000.wav,3
8qMwRaqKt3Y_50.000.wav,7
8rICricPhh8_30.000.wav,2
8rmoYAfr0t8_10.000.wav,3
8ubZbG02MFw_60.000.wav,3
8vasA2D2_Kc_30.000.wav,7
8xjUHOQ0mOQ_110.000.wav,1
8ye1N5ffroQ_30.000.wav,3
9--lmruxKJY_11.000.wav,2
9-8P2AsfmzU_30.000.wav,3
9-tUObAs28M_30.000.wav,3
90dLlsTCLPc_40.000.wav,3
92WhvpMzkGY_20.000.wav,5
93vN8AS4jHY_30.000.wav,2
95D05IxvaZ0_90.000.wav,6
96a4smrM_30_30.000.wav,8
97I9DusMgLY_150.000.wav,3
97aoiaWwRVk_20.000.wav,8
9DgszaXFRxU_16.000.wav,5
9EeYdPhdBwo_30.000.wav,3
9EsgN-WS2qY_30.000.wav,8
9FDzG0xNp5s_150.000.wav,3
9FcaCBrrCfg_17.000.wav,6
9HA2ryollQE_90.000.wav,2
9HT3ezdUlQs_330.000.wav,3
9HcahqYUVoc_90.000.wav,1
9LJnjmcRcb8_280.000.wav,3
9MWHXCLAX8I_30.000.wav,2
9MYtdy72rCc_460.000.wav,1
9NPKQDaNCRk_0.000.wav,8
9NqbHNzuV64_90.000.wav,7
9OcAwC8y-eQ_30.000.wav,8
9P6-DKN1XLA_320.000.wav,2
9RNNZ3e-9IA_28.000.wav,7
9Tgs90bFhUc_30.000.wav,1
9Ti98L4PRCo_17.000.wav,8
9TzyRdTYDvo_24.000.wav,7
9VziOIkNXsE_30.000.wav,3
9WtK0gh4ugE_30.000.wav,2
9XFgzi6H3Eo_70.000.wav,8
9_rQrzfoKGU_30.000.wav,3
9aK2LBnTT2s_30.000.wav,3
9aR-uBVtrVA_10.000.wav,7
9cAeyIVi67U_20.000.wav,7
9cYVBOJmXIw_30.000.wav,7
9ezA12O_aOE_170.000.wav,2
9fzAWj5YJ9c_30.000.wav,3
9hFe3dE4HZg_190.000.wav,3
9ima7yB16wo_220.000.wav,5
9kdEsZH5ohc_30.000.wav,6
9nsLTLNvOSw_150.000.wav,3
9oWxeWgfflM_30.000.wav,5
9oeGmqm6g8E_80.000.wav,3
9oixCTvP8Yw_440.000.wav,1
9p9Lg1SqJpg_110.000.wav,8
9ppa4lXXspA_30.000.wav,7
9rw3qz2ouRQ_290.000.wav,3
9uOOfuRD6Fc_70.000.wav,3
9uTzThSwQ80_580.000.wav,3
9ye2Fn62xDc_60.000.wav,3
9yhMtJ50sys_30.000.wav,8
A-GNszKtjJc_93.000.wav,8
A-IzSI1ysmc_30.000.wav,2
A0AFyBJ15Og_14.000.wav,7
A0hl8W3RF5c_0.000.wav,8
A3CJkhyupM0_10.000.wav,2
A3KG0CzTEsI_10.000.wav,2
A3PZs1dPMgY_110.000.wav,7
A67lyBRPevM_0.000.wav,6
A68tYY9AA9Q_30.000.wav,3
A6FWTmMEGEA_30.000.wav,1
A7DQjMwCtI8_270.000.wav,3
A9KMqwqLboE_30.000.wav,8
AAySJVt6bys_30.000.wav,1
AAyqgdDOUYA_20.000.wav,2
AC41T8MHStg_30.000.wav,2
ACGuC6SH4V4_150.000.wav,3
ADRK_NkQ-eU_420.000.wav,1
ADjyDcauxzM_30.000.wav,7
AERuSJe-Ais_11.000.wav,2
AF0CtMb81t8_30.000.wav,7
AFwgR9v62DY_30.000.wav,5
AFwmMFq_xlc_390.000.wav,8
AFz5TIs_Gug_30.000.wav,3
AGA3hiGZJCo_0.000.wav,3
AHom7lBbtoY_30.000.wav,8
AIDJFkDURPY_30.000.wav,1
AK0kZUDk294_2.000.wav,3
AKxm4V3OylU_30.000.wav,7
AKzmNMyyMms_30.000.wav,2
AMvZ3ANXNW0_320.000.wav,3
ANWU9Hiy_5k_40.000.wav,3
AOwwp601QZw_130.000.wav,1
AS67HA4YMCs_70.000.wav,2
ASUgGJpwlMs_29.000.wav,7
AT5uw2HpDOg_30.000.wav,3
AUdO2Y4JWaY_30.000.wav,5
AUoXXvgkkd0_30.000.wav,5
AW3s9S3xEQ0_0.000.wav,7
AWcZq1PRcII_20.000.wav,7
AahgXCrU1ZQ_470.000.wav,1
Abezh6k-jOM_30.000.wav,1
AcJXSEfGGcI_30.000.wav,3
AdLiRtpI01s_20.000.wav,7
AeFH_7umjh0_30.000.wav,2
AedlWfHafgw_21.000.wav,3
Af4OOFNWp2Q_0.000.wav,4
AhcY8QVSLtM_50.000.wav,1
AhhJYe2nUdU_10.000.wav,2
AiTG6T9pTcM_30.000.wav,7
AiV8hsnubyA_30.000.wav,3
AjAg6xI6uDA_40.000.wav,2
Aja7pKNUbY4_30.000.wav,3
AjmZCg_sYc8_30.000.wav,7
AkAdDFHQars_30.000.wav,2
AlsDSDTiaWI_30.000.wav,3
Amd-OLa3tMI_30.000.wav,3
AmhjSlnn8dc_0.000.wav,2
An32hX6i1gs_30.000.wav,5
AnGW1f1p_4w_100.000.wav,1
AoIHTerxdas_0.000.wav,1
ApNcj8ijJlo_30.000.wav,1
ApTrr6XbK5o_30.000.wav,7
AquyLigueIY_110.000.wav,2
ArmIysvGUyk_20.000.wav,3
AsghD21CFr4_30.000.wav,1
At3hmrH23NI_400.000.wav,4
AtUqXEoMfDg_100.000.wav,3
Atrj65qRrBo_200.000.wav,3
AuwXsdruL7I_30.000.wav,7
Auyq_491HGc_30.000.wav,5
AvhBRiwWJU4_30.000.wav,8
Aw43FUCkIb8_20.000.wav,5
AwFuGITwrms_30.000.wav,2
AwJ8orGuOXg_0.000.wav,3
AwQ1XihD4sk_30.000.wav,1
AxM2BofYfPY_30.000.wav,5
AyfuBDN3Vdw_40.000.wav,8
Ayr3X0IMj04_0.000.wav,3
AzhfZ8rNhRk_30.000.wav,2
AznWFbIOSZw_30.000.wav,1
B-ZqhRg3km4_80.000.wav,8
B1KhOTsMxeQ_30.000.wav,7
B22gKoTyOfM_30.000.wav,2
B5RpmviJ918_300.000.wav,3
B5xjiQ0rfa8_140.000.wav,1
B6n0op0sLPA_30.000.wav,3
B8HCQ3rEXM4_26.000.wav,2
B98yOZSj2GE_12.000.wav,3
B9Sd9ubebhY_30.000.wav,2
BAcOXGA5Na8_30.000.wav,2
BAekfGvUtFM_30.000.wav,3
BB3CCG8SD54_0.000.wav,7
BBukw6JpCeg_70.000.wav,1
BDByqqNen68_130.000.wav,3
BDznJMSoAoQ_30.000.wav,1
BFEeNJkKx6g_30.000.wav,7
BFqHyCoypfM_16.000.wav,5
BGD7J6MP2C8_30.000.wav,6
BHGB73ilrCc_30.000.wav,7
BLEthZXy35s_250.000.wav,3
BLHOK9ic0Rc_270.000.wav,3
